Variables = "M" "D" "Y" "Hr" "Min" "Sec" "O2 MC Feed" "CO2 MC Feed" "O2 offset" "CO2 offset" "Time M1 (d)" "Port M1" "Liq Vol M1" "Gas Vol M1" "SL Flow M1 (sccm)" "Gas Flow M1 (sccm)" "O2 M1 (%)" "CO2 M1 (%)" "pH M1" "DO M1 (uM)" "Time M2 (d)" "Port M2" "Liq Vol M2" "Gas Vol M2" "SL Flow M2 (sccm)" "Gas Flow M2 (sccm)" "O2 M2 (%)" "CO2 M2 (%)" "pH M2" "DO M2 (uM)" "Notes"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
Zone
10. 30. 2018. 19. 31. 42. 20.9700  0.0400 -0.1570  0.0160    0.81216   1.  3.00  4.74 229.60  20.00  20.94   0.074   7.37  204.32    0.81365   2.  3.00  4.74 246.30  20.00  20.93   0.074   7.53  286.82   0
10. 30. 2018. 20. 31. 41. 20.9700  0.0400 -0.1590  0.0110    0.85383   1.  3.00  4.74 247.10  20.00  20.97   0.079   7.39  191.89    0.85530   2.  3.00  4.74 247.20  20.10  20.95   0.079   7.56  267.83   1
10. 30. 2018. 21. 31. 45. 20.9700  0.0400 -0.1590  0.0130    0.89553   1.  3.00  4.74 229.40  20.00  20.96   0.071   7.43  184.16    0.89701   2.  3.00  4.74 244.00  19.90  20.96   0.077   7.59  255.70   0
10. 30. 2018. 22. 31. 52. 20.9700  0.0400 -0.1240  0.0000    0.93729   1.  3.00  4.74 236.60  20.00  20.96   0.080   7.46  179.82    0.93877   2.  3.00  4.74 238.70  20.00  20.96   0.080   7.61  247.09   0
10. 30. 2018. 23. 31. 59. 20.9700  0.0400 -0.1470 -0.0200    0.97904   1.  3.00  4.74 240.50  20.00  20.97   0.070   7.48  178.77    0.98052   2.  3.00  4.74 231.40  20.00  20.96   0.074   7.62  243.63   0
10. 31. 2018.  0. 32.  7. 20.9700  0.0400 -0.1200 -0.0300    1.02079   1.  3.00  4.74 245.60  20.00  20.96   0.065   7.49  177.95    1.02227   2.  3.00  4.74 233.20  19.90  20.95   0.061   7.64  241.88   0
10. 31. 2018.  1. 32.  9. 20.9700  0.0400 -0.1100 -0.0400    1.06250   1.  3.00  4.74 246.50  20.00  20.95   0.070   7.50  177.25    1.06397   2.  3.00  4.74 237.20  20.00  20.95   0.070   7.66  240.59   0
10. 31. 2018.  2. 32. 12. 20.9700  0.0400 -0.1200 -0.0400    1.10419   1.  3.00  4.74 247.70  20.00  20.95   0.070   7.49  175.78    1.10566   2.  3.00  4.74 238.10  20.00  20.96   0.064   7.66  240.18   0
10. 31. 2018.  3. 32. 14. 20.9700  0.0400 -0.1010 -0.0390    1.14589   1.  3.00  4.74 244.60  20.00  20.93   0.069   7.48  175.25    1.14736   2.  3.00  4.74 234.00  20.00  20.94   0.069   7.67  238.89   0
10. 31. 2018.  4. 32. 17. 20.9700  0.0400 -0.1100 -0.0390    1.18758   1.  3.00  4.74 226.30  20.00  20.94   0.069   7.45  172.85    1.18905   2.  3.00  4.74 233.70  20.00  20.94   0.069   7.68  239.30   0
10. 31. 2018.  5. 32. 20. 20.9700  0.0400 -0.1400 -0.0400    1.22928   1.  3.00  4.74 247.70  20.10  20.94   0.070   7.42  173.09    1.23075   2.  3.00  4.74 234.10  20.00  20.96   0.060   7.68  239.47   0
10. 31. 2018.  6. 32. 22. 20.9700  0.0400 -0.1200 -0.0400    1.27098   1.  3.00  4.74 246.50  20.10  20.93   0.070   7.36  170.80    1.27245   2.  3.00  4.74 240.20  20.10  20.95   0.060   7.68  238.42   0
10. 31. 2018.  7. 32. 25. 20.9700  0.0400 -0.1400 -0.0400    1.31267   1.  3.00  4.74 242.30  20.00  20.93   0.075   7.31  169.39    1.31414   2.  3.00  4.74 234.30  19.90  20.96   0.060   7.69  238.18   0
10. 31. 2018.  8. 32. 28. 20.9700  0.0400 -0.1100 -0.0400    1.35438   1.  3.00  4.74 245.20  20.00  20.92   0.080   7.26  168.05    1.35584   2.  3.00  4.74 234.10  20.10  20.96   0.056   7.68  236.78   0
10. 31. 2018.  9. 32. 30. 20.9700  0.0400 -0.1390 -0.0500    1.39608   1.  3.00  4.74 242.30  19.90  20.89   0.090   7.22  166.17    1.39755   2.  3.00  4.74 235.40  19.90  20.94   0.060   7.67  234.96   0
10. 31. 2018. 10. 32. 33. 20.9700  0.0400 -0.1400 -0.0490    1.43777   1.  3.00  4.74 244.60  20.00  20.90   0.099   7.19  165.23    1.43924   2.  3.00  4.74 233.80  20.10  20.95   0.059   7.66  234.32   0
10. 31. 2018. 11. 32. 35. 20.9700  0.0400 -0.1420 -0.0400    1.47947   1.  3.00  4.74 229.60  20.00  20.88   0.100   7.17  163.83    1.48094   2.  3.00  4.74 237.80  20.00  20.96   0.060   7.64  231.50   0
10. 31. 2018. 12. 32. 45. 20.9700  0.0400 -0.1400 -0.0480    1.52124   1.  3.00  4.74 239.70  20.00  20.88   0.108   7.16  164.47    1.52271   2.  3.00  4.74 238.20  20.10  20.95   0.058   7.62  229.75   2
10. 31. 2018. 13. 52. 46. 20.9700  0.0400 -0.1370 -0.0490    1.57681   1.  3.00  4.74 233.00  20.00  20.86   0.109   7.19  166.11    1.57828   2.  3.00  4.74 237.60  20.00  20.93   0.059   7.60  228.05   0
10. 31. 2018. 14. 52. 51. 20.9700  0.0400 -0.1560 -0.0500    1.61853   1.  3.00  4.74 238.40  20.00  20.87   0.100   7.22  168.05    1.62000   2.  3.00  4.74 236.70  19.90  20.92   0.060   7.59  224.59   0
10. 31. 2018. 15. 52. 57. 20.9700  0.0400 -0.1400 -0.0600    1.66028   1.  3.00  4.74 237.90  20.00  20.87   0.080   7.25  169.63    1.66175   2.  3.00  4.74 237.60  19.90  20.90   0.060   7.56  221.07   0
10. 31. 2018. 16. 53.  2. 20.9700  0.0400 -0.1500 -0.0800    1.70200   1.  3.00  4.74 239.50  20.00  20.89   0.081   7.26  168.11    1.70347   2.  3.00  4.74 237.70  20.00  20.93   0.070   7.53  219.38   0
10. 31. 2018. 17. 53.  7. 20.9700  0.0400 -0.1500 -0.0900    1.74372   1.  3.00  4.74 235.30  19.90  20.90   0.084   7.27  168.81    1.74519   2.  3.00  4.74 237.20  20.10  20.91   0.080   7.51  218.79   0
10. 31. 2018. 18. 53. 12. 20.9700  0.0400 -0.1500 -0.0990    1.78544   1.  3.00  4.74 237.10  20.10  20.90   0.090   7.29  169.34    1.78691   2.  3.00  4.74 235.70  20.00  20.91   0.081   7.49  217.62   0
10. 31. 2018. 19. 53. 16. 20.9700  0.0400 -0.1500 -0.0980    1.82716   1.  3.00  4.74 233.90  20.10  20.90   0.089   7.32  171.33    1.82863   2.  3.00  4.74 237.40  19.90  20.89   0.088   7.46  215.92   0
10. 31. 2018. 20. 53. 21. 20.9700  0.0400 -0.1500 -0.1040    1.86888   1.  3.00  4.74 239.80  20.00  20.90   0.086   7.34  171.62    1.87035   2.  3.00  4.74 236.70  20.00  20.90   0.094   7.42  214.16   0
10. 31. 2018. 21. 53. 26. 20.9700  0.0400 -0.1400 -0.1100    1.91060   1.  3.00  4.74 235.80  20.10  20.90   0.090   7.36  173.03    1.91207   2.  3.00  4.74 231.80  20.00  20.88   0.100   7.39  212.46   0
